grammar_type	nsyl	front	word
noun	1	FALSE	kord
noun	1	TRUE	rők
noun	2	FALSE	rírdug
noun	2	TRUE	stübez
noun	3	FALSE	subaroz
noun	3	TRUE	rerürűng
verb	1	FALSE	bóz
verb	1	TRUE	tül
verb	2	FALSE	rángant
verb	2	TRUE	tűmbül
verb	3	FALSE	kutubit
verb	3	TRUE	főfepől
noun	1	FALSE	krúr
noun	1	TRUE	möt
noun	2	FALSE	kukod
noun	2	TRUE	küptík
noun	3	FALSE	dufonyon
noun	3	TRUE	kőmüktén
verb	1	FALSE	pil
verb	1	TRUE	fűk
verb	2	FALSE	voruk
verb	2	TRUE	szílík
verb	3	FALSE	múlujliz
verb	3	TRUE	döntörit
noun	1	FALSE	kug
noun	1	TRUE	mez
noun	2	FALSE	vórit
noun	2	TRUE	köleg
noun	3	FALSE	fozgilkon
noun	3	TRUE	föfüvök
verb	1	FALSE	múld
verb	1	TRUE	bel
verb	2	FALSE	púktak
verb	2	TRUE	bölüd
verb	3	FALSE	tarílot
verb	3	TRUE	plüjümök
noun	1	FALSE	lam
noun	1	TRUE	dzsüg
noun	2	FALSE	pukof
noun	2	TRUE	tiször
noun	3	FALSE	szúmomiv
noun	3	TRUE	düketilm
verb	1	FALSE	fík
verb	1	TRUE	mék
verb	2	FALSE	mípsuk
verb	2	TRUE	gűrbint
verb	3	FALSE	fúgaszóz
verb	3	TRUE	sővötünt
noun	1	FALSE	bíp
noun	1	TRUE	fűl
noun	2	FALSE	korar
noun	2	TRUE	vélelt
noun	3	FALSE	foszupul
noun	3	TRUE	kirízel
verb	1	FALSE	stuk
verb	1	TRUE	rűd
verb	2	FALSE	fivid
verb	2	TRUE	lőpük
verb	3	FALSE	kúrijrat
verb	3	TRUE	szivötít
noun	1	FALSE	lot
noun	1	TRUE	sön
noun	2	FALSE	bútud
noun	2	TRUE	kerönt
noun	3	FALSE	butokál
noun	3	TRUE	szűpödüny
verb	1	FALSE	lug
verb	1	TRUE	tép
verb	2	FALSE	floroz
verb	2	TRUE	tűlez
verb	3	FALSE	fonodat
verb	3	TRUE	sifüret
noun	1	FALSE	tol
noun	1	TRUE	líl
noun	2	FALSE	vátol
noun	2	TRUE	lidüg
noun	3	FALSE	paztafík
noun	3	TRUE	kírzöndényt
verb	1	FALSE	klul
verb	1	TRUE	töd
verb	2	FALSE	sugul
verb	2	TRUE	tültít
verb	3	FALSE	kogínyot
verb	3	TRUE	szöbídél
noun	1	FALSE	múr
noun	1	TRUE	köb
noun	2	FALSE	fobín
noun	2	TRUE	néfelt
noun	3	FALSE	loltívurf
noun	3	TRUE	nölövir
verb	1	FALSE	tok
verb	1	TRUE	szök
verb	2	FALSE	mirziz
verb	2	TRUE	vűkül
verb	3	FALSE	bakamíl
verb	3	TRUE	réjríszül
noun	1	FALSE	nám
noun	1	TRUE	bőd
noun	2	FALSE	malut
noun	2	TRUE	gértöp
noun	3	FALSE	nikunort
noun	3	TRUE	vekilüd
verb	1	FALSE	gol
verb	1	TRUE	kök
verb	2	FALSE	lútiz
verb	2	TRUE	riteg
verb	3	FALSE	kuzujat
verb	3	TRUE	rüntükír
noun	1	FALSE	dip
noun	1	TRUE	lel
noun	2	FALSE	pungun
noun	2	TRUE	szőbim
noun	3	FALSE	vitukót
noun	3	TRUE	relükém
verb	1	FALSE	pat
verb	1	TRUE	bik
verb	2	FALSE	tákit
verb	2	TRUE	tőszük
verb	3	FALSE	zafusztínt
verb	3	TRUE	pöltífel
noun	1	FALSE	púnyv
noun	1	TRUE	jíj
noun	2	FALSE	nósíd
noun	2	TRUE	bényüjn
noun	3	FALSE	tólimun
noun	3	TRUE	remepit
verb	1	FALSE	víl
verb	1	TRUE	szüz
verb	2	FALSE	mivik
verb	2	TRUE	mékez
verb	3	FALSE	juvípúl
verb	3	TRUE	bűpernyiz
noun	1	FALSE	póg
noun	1	TRUE	rör
noun	2	FALSE	szakut
noun	2	TRUE	kegüt
noun	3	FALSE	gasavít
noun	3	TRUE	pőstsetür
verb	1	FALSE	kid
verb	1	TRUE	vűz
verb	2	FALSE	fúrol
verb	2	TRUE	lüntíl
verb	3	FALSE	lúdufil
verb	3	TRUE	bőszínög
noun	1	FALSE	sát
noun	1	TRUE	zsel
noun	2	FALSE	navad
noun	2	TRUE	möver
noun	3	FALSE	malorjínt
noun	3	TRUE	stertipük
verb	1	FALSE	zul
verb	1	TRUE	rűr
verb	2	FALSE	vúvik
verb	2	TRUE	kepík
verb	3	FALSE	pubívál
verb	3	TRUE	kümpifíg
noun	1	FALSE	kug
noun	1	TRUE	línt
noun	2	FALSE	dísztar
noun	2	TRUE	jétüm
noun	3	FALSE	fuvubóm
noun	3	TRUE	ketküjfén
verb	1	FALSE	prúl
verb	1	TRUE	dör
verb	2	FALSE	mávíz
verb	2	TRUE	bínel
verb	3	FALSE	supabzok
verb	3	TRUE	főkölüz
noun	1	FALSE	bol
noun	1	TRUE	szöb
noun	2	FALSE	múmok
noun	2	TRUE	febön
noun	3	FALSE	fászíkáv
noun	3	TRUE	szőmöziz
verb	1	FALSE	színg
verb	1	TRUE	met
verb	2	FALSE	kudag
verb	2	TRUE	bészíg
verb	3	FALSE	fotkasut
verb	3	TRUE	vikítűt
noun	1	FALSE	nut
noun	1	TRUE	begy
noun	2	FALSE	lagoz
noun	2	TRUE	vémügy
noun	3	FALSE	kúrajúg
noun	3	TRUE	főnüveg
verb	1	FALSE	dul
verb	1	TRUE	gít
verb	2	FALSE	korkot
verb	2	TRUE	zsivez
verb	3	FALSE	szípíbáz
verb	3	TRUE	béböröz
noun	1	FALSE	tald
noun	1	TRUE	börv
noun	2	FALSE	múlug
noun	2	TRUE	szüjül
noun	3	FALSE	szopudík
noun	3	TRUE	fűrtigyel
verb	1	FALSE	bun
verb	1	TRUE	bik
verb	2	FALSE	fízint
verb	2	TRUE	reszül
verb	3	FALSE	tolusztul
verb	3	TRUE	kütötél
noun	1	FALSE	szang
noun	1	TRUE	kőny
noun	2	FALSE	kimaj
noun	2	TRUE	zevem
noun	3	FALSE	rúzopúk
noun	3	TRUE	mölírőt
verb	1	FALSE	bul
verb	1	TRUE	vél
verb	2	FALSE	púsud
verb	2	TRUE	míköd
verb	3	FALSE	bozdafig
verb	3	TRUE	keseröl
noun	1	FALSE	fov
noun	1	TRUE	ler
noun	2	FALSE	busaz
noun	2	TRUE	nötím
noun	3	FALSE	raszagyáp
noun	3	TRUE	pűfideg
verb	1	FALSE	kil
verb	1	TRUE	fög
verb	2	FALSE	bószíd
verb	2	TRUE	tipel
verb	3	FALSE	bluruvon
verb	3	TRUE	föfeneg
noun	1	FALSE	szóp
noun	1	TRUE	mír
noun	2	FALSE	tálak
noun	2	TRUE	pövön
noun	3	FALSE	fígyutiny
noun	3	TRUE	tűvölög
verb	1	FALSE	púl
verb	1	TRUE	fíl
verb	2	FALSE	rúzínt
verb	2	TRUE	sőpit
verb	3	FALSE	vanufák
verb	3	TRUE	píröfőr
noun	1	FALSE	kol
noun	1	TRUE	krén
noun	2	FALSE	sogíj
noun	2	TRUE	bizük
noun	3	FALSE	moszoprig
noun	3	TRUE	bökírkűg
verb	1	FALSE	zoz
verb	1	TRUE	szüd
verb	2	FALSE	ríkok
verb	2	TRUE	pügöt
verb	3	FALSE	míbavul
verb	3	TRUE	ködüszűjt
noun	1	FALSE	sól
noun	1	TRUE	kík
noun	2	FALSE	kozil
noun	2	TRUE	rönyöld
noun	3	FALSE	burnyutont
noun	3	TRUE	ködileg
verb	1	FALSE	pák
verb	1	TRUE	peg
verb	2	FALSE	szarvut
verb	2	TRUE	vűzsüt
verb	3	FALSE	faruszut
verb	3	TRUE	pőtömöl
noun	1	FALSE	kvím
noun	1	TRUE	ződ
noun	2	FALSE	numum
noun	2	TRUE	férgiv
noun	3	FALSE	kófogult
noun	3	TRUE	pémöszüt
verb	1	FALSE	suk
verb	1	TRUE	líl
verb	2	FALSE	komal
verb	2	TRUE	kőnöl
verb	3	FALSE	pólatát
verb	3	TRUE	tezdötőz
noun	1	FALSE	krát
noun	1	TRUE	för
noun	2	FALSE	sítkul
noun	2	TRUE	széked
noun	3	FALSE	lovumúd
noun	3	TRUE	bilöpőm
verb	1	FALSE	szol
verb	1	TRUE	pél
verb	2	FALSE	tászuz
verb	2	TRUE	vekíg
verb	3	FALSE	kómiláz
verb	3	TRUE	nűkömik
noun	1	FALSE	kúny
noun	1	TRUE	fég
noun	2	FALSE	tralíg
noun	2	TRUE	jügyej
noun	3	FALSE	míkisztaz
noun	3	TRUE	feköröny
verb	1	FALSE	pag
verb	1	TRUE	szők
verb	2	FALSE	suntrul
verb	2	TRUE	bőrör
verb	3	FALSE	kásztufir
verb	3	TRUE	dösíbíl
noun	1	FALSE	far
noun	1	TRUE	lír
noun	2	FALSE	laplok
noun	2	TRUE	míment
noun	3	FALSE	duvoróg
noun	3	TRUE	mőzükül
verb	1	FALSE	szol
verb	1	TRUE	mer
verb	2	FALSE	vonok
verb	2	TRUE	télön
verb	3	FALSE	kulukuz
verb	3	TRUE	büjebid
noun	1	FALSE	mak
noun	1	TRUE	szeg
noun	2	FALSE	físzting
noun	2	TRUE	pélöl
noun	3	FALSE	pojalap
noun	3	TRUE	vökíküm
verb	1	FALSE	tók
verb	1	TRUE	tűk
verb	2	FALSE	mószol
verb	2	TRUE	széntil
verb	3	FALSE	lonturvul
verb	3	TRUE	pükizöl
noun	1	FALSE	fút
noun	1	TRUE	szér
noun	2	FALSE	kukag
noun	2	TRUE	mömöt
noun	3	FALSE	kaktaljor
noun	3	TRUE	pezsendél
verb	1	FALSE	fol
verb	1	TRUE	széjt
verb	2	FALSE	sapot
verb	2	TRUE	tirölt
verb	3	FALSE	bónujszónd
verb	3	TRUE	bőrkempüg
noun	1	FALSE	lúg
noun	1	TRUE	müg
noun	2	FALSE	gódín
noun	2	TRUE	sítök
noun	3	FALSE	táluláb
noun	3	TRUE	dimiröl
verb	1	FALSE	bul
verb	1	TRUE	mül
verb	2	FALSE	mabíl
verb	2	TRUE	szörel
verb	3	FALSE	kadikuz
verb	3	TRUE	sőjifök
noun	1	FALSE	kir
noun	1	TRUE	büny
noun	2	FALSE	mínony
noun	2	TRUE	pégymen
noun	3	FALSE	póvafót
noun	3	TRUE	bílüpüg
verb	1	FALSE	fól
verb	1	TRUE	löl
verb	2	FALSE	pukut
verb	2	TRUE	kűregy
verb	3	FALSE	paglidar
verb	3	TRUE	rüplelvül
noun	1	FALSE	nik
noun	1	TRUE	bir
noun	2	FALSE	dúkszut
noun	2	TRUE	terbez
noun	3	FALSE	kirivmílt
noun	3	TRUE	környejvin
verb	1	FALSE	stit
verb	1	TRUE	kűg
verb	2	FALSE	fulil
verb	2	TRUE	fidel
verb	3	FALSE	lardípóz
verb	3	TRUE	szüfíbig
noun	1	FALSE	nov
noun	1	TRUE	sem
noun	2	FALSE	karkol
noun	2	TRUE	míkür
noun	3	FALSE	kvalardun
noun	3	TRUE	lürfívíny
verb	1	FALSE	val
verb	1	TRUE	níz
verb	2	FALSE	fadal
verb	2	TRUE	külbüng
verb	3	FALSE	birubzsut
verb	3	TRUE	kélszüriz
noun	1	FALSE	brav
noun	1	TRUE	mür
noun	2	FALSE	korsfaj
noun	2	TRUE	kebörg
noun	3	FALSE	bagyogul
noun	3	TRUE	vűszürvőz
verb	1	FALSE	mal
verb	1	TRUE	lér
verb	2	FALSE	lókuz
verb	2	TRUE	jémíl
verb	3	FALSE	fószotíl
verb	3	TRUE	sőmüzöl
noun	1	FALSE	fút
noun	1	TRUE	ből
noun	2	FALSE	gádrut
noun	2	TRUE	küsztüz
noun	3	FALSE	fíjtigyuv
noun	3	TRUE	lüsenktín
verb	1	FALSE	nug
verb	1	TRUE	gít
verb	2	FALSE	kónyiz
verb	2	TRUE	pönil
verb	3	FALSE	poruszol
verb	3	TRUE	dűrürlüt
noun	1	FALSE	jól
noun	1	TRUE	kim
noun	2	FALSE	nápszag
noun	2	TRUE	liszíl
noun	3	FALSE	szumakon
noun	3	TRUE	fepínyük
verb	1	FALSE	zaz
verb	1	TRUE	tül
verb	2	FALSE	szóvar
verb	2	TRUE	kepid
verb	3	FALSE	túszuszút
verb	3	TRUE	lüprübül
noun	1	FALSE	dal
noun	1	TRUE	pöl
noun	2	FALSE	kárkaz
noun	2	TRUE	kelen
noun	3	FALSE	rívastrúz
noun	3	TRUE	gűkején
verb	1	FALSE	puz
verb	1	TRUE	müg
verb	2	FALSE	kútok
verb	2	TRUE	rőgyel
verb	3	FALSE	sziszasmul
verb	3	TRUE	blösisül
noun	1	FALSE	kijz
noun	1	TRUE	szir
noun	2	FALSE	kúnzul
noun	2	TRUE	tüsít
noun	3	FALSE	nurdokag
noun	3	TRUE	nünököm
verb	1	FALSE	szól
verb	1	TRUE	telt
verb	2	FALSE	báríd
verb	2	TRUE	vígöz
verb	3	FALSE	kakovul
verb	3	TRUE	vöspivöng
noun	1	FALSE	rit
noun	1	TRUE	tend
noun	2	FALSE	szlúfon
noun	2	TRUE	stőbüt
noun	3	FALSE	zokulúr
noun	3	TRUE	binyipögy
verb	1	FALSE	tol
verb	1	TRUE	rűz
verb	2	FALSE	funkol
verb	2	TRUE	bőnök
verb	3	FALSE	fávangil
verb	3	TRUE	tészöszűl
noun	1	FALSE	mub
noun	1	TRUE	dög
noun	2	FALSE	godvirt
noun	2	TRUE	műnzöny
noun	3	FALSE	kilmoból
noun	3	TRUE	tílömürgy
verb	1	FALSE	viz
verb	1	TRUE	pez
verb	2	FALSE	gungil
verb	2	TRUE	mepek
verb	3	FALSE	drósandát
verb	3	TRUE	düzsekük
noun	1	FALSE	szut
noun	1	TRUE	szik
noun	2	FALSE	marmun
noun	2	TRUE	nömek
noun	3	FALSE	mókasút
noun	3	TRUE	degrütüz
verb	1	FALSE	pam
verb	1	TRUE	fik
verb	2	FALSE	nóndut
verb	2	TRUE	tütöz
verb	3	FALSE	súvasól
verb	3	TRUE	műszirtül
noun	1	FALSE	srol
noun	1	TRUE	bűz
noun	2	FALSE	konzug
noun	2	TRUE	dősküm
noun	3	FALSE	mústotar
noun	3	TRUE	sörsemüg
verb	1	FALSE	rál
verb	1	TRUE	kez
verb	2	FALSE	dádzil
verb	2	TRUE	kűlít
verb	3	FALSE	natkurak
verb	3	TRUE	kerkepüng
noun	1	FALSE	lam
noun	1	TRUE	küt
noun	2	FALSE	kubot
noun	2	TRUE	mikölt
noun	3	FALSE	bólormal
noun	3	TRUE	mödöküt
verb	1	FALSE	piz
verb	1	TRUE	kőz
verb	2	FALSE	botuk
verb	2	TRUE	szöpek
verb	3	FALSE	míkalúl
verb	3	TRUE	rémepríl
noun	1	FALSE	gráv
noun	1	TRUE	rit
noun	2	FALSE	digniv
noun	2	TRUE	kőndört
noun	3	FALSE	vúnumat
noun	3	TRUE	zsőmpömír
verb	1	FALSE	szul
verb	1	TRUE	szet
verb	2	FALSE	tusik
verb	2	TRUE	tigyül
verb	3	FALSE	varmuból
verb	3	TRUE	véfivet
noun	1	FALSE	kog
noun	1	TRUE	möj
noun	2	FALSE	púkog
noun	2	TRUE	müprög
noun	3	FALSE	várukím
noun	3	TRUE	vüfürűd
verb	1	FALSE	pot
verb	1	TRUE	vöt
verb	2	FALSE	zazat
verb	2	TRUE	fímik
verb	3	FALSE	kabolut
verb	3	TRUE	vűrzekél
noun	1	FALSE	dór
noun	1	TRUE	sér
noun	2	FALSE	togir
noun	2	TRUE	demönt
noun	3	FALSE	fodurming
noun	3	TRUE	nőpílbőr
verb	1	FALSE	fót
verb	1	TRUE	mőz
verb	2	FALSE	szukrik
verb	2	TRUE	tétil
verb	3	FALSE	sukutík
verb	3	TRUE	pégyengöt
noun	1	FALSE	stud
noun	1	TRUE	sőm
noun	2	FALSE	dúpor
noun	2	TRUE	kőküny
noun	3	FALSE	puszkikúr
noun	3	TRUE	vörötény
verb	1	FALSE	vít
verb	1	TRUE	bik
verb	2	FALSE	szárzuk
verb	2	TRUE	birül
verb	3	FALSE	gotugok
verb	3	TRUE	nígyímel
noun	1	FALSE	tót
noun	1	TRUE	sél
noun	2	FALSE	taszam
noun	2	TRUE	temeg
noun	3	FALSE	búgotín
noun	3	TRUE	vünyökel
verb	1	FALSE	szol
verb	1	TRUE	bint
verb	2	FALSE	pútur
verb	2	TRUE	fükel
verb	3	FALSE	kúvotról
verb	3	TRUE	deprerjöz
noun	1	FALSE	zsik
noun	1	TRUE	nél
noun	2	FALSE	zukuz
noun	2	TRUE	tíkünt
noun	3	FALSE	tífímok
noun	3	TRUE	kűprikűnt
verb	1	FALSE	kad
verb	1	TRUE	lil
verb	2	FALSE	mufol
verb	2	TRUE	pöbök
verb	3	FALSE	nóploszag
verb	3	TRUE	tiszöröl
noun	1	FALSE	fín
noun	1	TRUE	möm
noun	2	FALSE	bipug
noun	2	TRUE	szetigy
noun	3	FALSE	kímufáz
noun	3	TRUE	szümisém
verb	1	FALSE	tut
verb	1	TRUE	set
verb	2	FALSE	kuran
verb	2	TRUE	tírdel
verb	3	FALSE	japitók
verb	3	TRUE	léngüszől
noun	1	FALSE	fot
noun	1	TRUE	pűr
noun	2	FALSE	pupal
noun	2	TRUE	vötküb
noun	3	FALSE	szpoluntug
noun	3	TRUE	víbümél
verb	1	FALSE	szog
verb	1	TRUE	jíl
verb	2	FALSE	tondot
verb	2	TRUE	vögybel
verb	3	FALSE	súbomunt
verb	3	TRUE	blőrökel
noun	1	FALSE	nan
noun	1	TRUE	szürt
noun	2	FALSE	fúpan
noun	2	TRUE	rüktelt
noun	3	FALSE	vógyoloz
noun	3	TRUE	fömüpül
verb	1	FALSE	doz
verb	1	TRUE	gül
verb	2	FALSE	mópít
verb	2	TRUE	műszög
verb	3	FALSE	trójuzok
verb	3	TRUE	műtötrűn
noun	1	FALSE	jór
noun	1	TRUE	töz
noun	2	FALSE	tobok
noun	2	TRUE	szénür
noun	3	FALSE	lagyukóm
noun	3	TRUE	zögzíglük
verb	1	FALSE	zák
verb	1	TRUE	kőt
verb	2	FALSE	mópul
verb	2	TRUE	sépöl
verb	3	FALSE	tíludúz
verb	3	TRUE	pébümlőt
noun	1	FALSE	kur
noun	1	TRUE	kűm
noun	2	FALSE	vuvit
noun	2	TRUE	küpír
noun	3	FALSE	ráktombur
noun	3	TRUE	níngötűg
verb	1	FALSE	trad
verb	1	TRUE	kél
verb	2	FALSE	bukot
verb	2	TRUE	detög
verb	3	FALSE	lusikut
verb	3	TRUE	vérümél
noun	1	FALSE	tolt
noun	1	TRUE	bön
noun	2	FALSE	dúvok
noun	2	TRUE	sűper
noun	3	FALSE	kúpurpun
noun	3	TRUE	leviküm
verb	1	FALSE	szok
verb	1	TRUE	sék
verb	2	FALSE	szúkok
verb	2	TRUE	bekez
verb	3	FALSE	fóratugy
verb	3	TRUE	pébrerlűk
noun	1	FALSE	tir
noun	1	TRUE	szig
noun	2	FALSE	líbkug
noun	2	TRUE	reril
noun	3	FALSE	bitaszlaz
noun	3	TRUE	fiküszel
verb	1	FALSE	vul
verb	1	TRUE	rök
verb	2	FALSE	tudony
verb	2	TRUE	verzsít
verb	3	FALSE	pátorol
verb	3	TRUE	főfübök
noun	1	FALSE	vuj
noun	1	TRUE	bin
noun	2	FALSE	jolart
noun	2	TRUE	lübüz
noun	3	FALSE	nanikónd
noun	3	TRUE	girkebeg
verb	1	FALSE	tung
verb	1	TRUE	dít
verb	2	FALSE	gópan
verb	2	TRUE	füstög
verb	3	FALSE	sákopat
verb	3	TRUE	műküvík
noun	1	FALSE	man
noun	1	TRUE	pen
noun	2	FALSE	vuszog
noun	2	TRUE	sűket
noun	3	FALSE	dafantrór
noun	3	TRUE	röfilöj
verb	1	FALSE	mot
verb	1	TRUE	prík
verb	2	FALSE	mótok
verb	2	TRUE	füszül
verb	3	FALSE	rítakot
verb	3	TRUE	tiszefit
noun	1	FALSE	lot
noun	1	TRUE	bér
noun	2	FALSE	magyop
noun	2	TRUE	dísíg
noun	3	FALSE	tírosloz
noun	3	TRUE	févökün
verb	1	FALSE	kund
verb	1	TRUE	völ
verb	2	FALSE	vobíg
verb	2	TRUE	készíz
verb	3	FALSE	szigízdát
verb	3	TRUE	peküdit
noun	1	FALSE	bog
noun	1	TRUE	kör
noun	2	FALSE	mórug
noun	2	TRUE	fedvit
noun	3	FALSE	zífrorkúr
noun	3	TRUE	műpríkűgy
verb	1	FALSE	kol
verb	1	TRUE	fíl
verb	2	FALSE	gaszont
verb	2	TRUE	bírel
verb	3	FALSE	bimbotút
verb	3	TRUE	bédörtög
noun	1	FALSE	falt
noun	1	TRUE	brig
noun	2	FALSE	kuszud
noun	2	TRUE	rédil
noun	3	FALSE	sútopún
noun	3	TRUE	vegrözőr
verb	1	FALSE	búl
verb	1	TRUE	vük
verb	2	FALSE	fúlvont
verb	2	TRUE	vűntid
verb	3	FALSE	sunamul
verb	3	TRUE	vűpömők
noun	1	FALSE	gug
noun	1	TRUE	nir
noun	2	FALSE	bótok
noun	2	TRUE	pűkön
noun	3	FALSE	gánafúm
noun	3	TRUE	réktökög
verb	1	FALSE	vúk
verb	1	TRUE	küg
verb	2	FALSE	táfil
verb	2	TRUE	dölüz
verb	3	FALSE	kábatúl
verb	3	TRUE	rőnürel
noun	1	FALSE	kok
noun	1	TRUE	röt
noun	2	FALSE	dakur
noun	2	TRUE	bözsig
noun	3	FALSE	sógyopak
noun	3	TRUE	gírekőr
verb	1	FALSE	dúg
verb	1	TRUE	stek
verb	2	FALSE	kurtoz
verb	2	TRUE	reküng
verb	3	FALSE	vószuvur
verb	3	TRUE	vékepül
noun	1	FALSE	duld
noun	1	TRUE	vílt
noun	2	FALSE	farzsap
noun	2	TRUE	nölüt
noun	3	FALSE	flúsztazul
noun	3	TRUE	repükélt
verb	1	FALSE	vol
verb	1	TRUE	tüt
verb	2	FALSE	móstol
verb	2	TRUE	tévit
verb	3	FALSE	tómulud
verb	3	TRUE	lőköfök
noun	1	FALSE	mor
noun	1	TRUE	lög
noun	2	FALSE	latnol
noun	2	TRUE	lűströl
noun	3	FALSE	rotozur
noun	3	TRUE	lővübük
verb	1	FALSE	bok
verb	1	TRUE	küt
verb	2	FALSE	tantok
verb	2	TRUE	fenyöt
verb	3	FALSE	tílaflúl
verb	3	TRUE	vírtírdel
noun	1	FALSE	kvúg
noun	1	TRUE	rögy
noun	2	FALSE	kákíl
noun	2	TRUE	dűdüz
noun	3	FALSE	nutoszot
noun	3	TRUE	rőldetez
verb	1	FALSE	král
verb	1	TRUE	vég
verb	2	FALSE	ládít
verb	2	TRUE	külel
verb	3	FALSE	tubuszizd
verb	3	TRUE	szűntevík
noun	1	FALSE	szám
noun	1	TRUE	rűt
noun	2	FALSE	finuk
noun	2	TRUE	kilöp
noun	3	FALSE	lobamol
noun	3	TRUE	vültörit
verb	1	FALSE	lat
verb	1	TRUE	tek
verb	2	FALSE	butol
verb	2	TRUE	jűvük
verb	3	FALSE	kokuszoz
verb	3	TRUE	sőkvüsöl
noun	1	FALSE	vón
noun	1	TRUE	fil
noun	2	FALSE	szokíl
noun	2	TRUE	kifül
noun	3	FALSE	vufíszok
noun	3	TRUE	bífenül
verb	1	FALSE	bik
verb	1	TRUE	röt
verb	2	FALSE	tonyol
verb	2	TRUE	résel
verb	3	FALSE	gopolál
verb	3	TRUE	detilíz
noun	1	FALSE	sut
noun	1	TRUE	men
noun	2	FALSE	kanond
noun	2	TRUE	kirdük
noun	3	FALSE	roramím
noun	3	TRUE	bedörnyir
verb	1	FALSE	szog
verb	1	TRUE	néz
verb	2	FALSE	kovat
verb	2	TRUE	genül
verb	3	FALSE	tázatrol
verb	3	TRUE	mőbenég
noun	1	FALSE	tít
noun	1	TRUE	rel
noun	2	FALSE	klodant
noun	2	TRUE	fevön
noun	3	FALSE	púlíkdun
noun	3	TRUE	mütöbét
verb	1	FALSE	rált
verb	1	TRUE	zil
verb	2	FALSE	víszuz
verb	2	TRUE	lereg
verb	3	FALSE	jútobal
verb	3	TRUE	dölíbűd
noun	1	FALSE	but
noun	1	TRUE	jüt
noun	2	FALSE	givig
noun	2	TRUE	sengyönt
noun	3	FALSE	szúszudág
noun	3	TRUE	jüszöböp
verb	1	FALSE	kík
verb	1	TRUE	kől
verb	2	FALSE	pongol
verb	2	TRUE	kürket
verb	3	FALSE	lubanyut
verb	3	TRUE	kőrjívől
noun	1	FALSE	szul
noun	1	TRUE	sit
noun	2	FALSE	bórgot
noun	2	TRUE	pésziz
noun	3	FALSE	sóbupol
noun	3	TRUE	jemírőz
verb	1	FALSE	sat
verb	1	TRUE	prel
verb	2	FALSE	súpil
verb	2	TRUE	szőtüt
verb	3	FALSE	vítigdant
verb	3	TRUE	grűvürül
noun	1	FALSE	laz
noun	1	TRUE	beny
noun	2	FALSE	kárbig
noun	2	TRUE	kőnet
noun	3	FALSE	zsozukíg
noun	3	TRUE	téjfüstöm
verb	1	FALSE	rak
verb	1	TRUE	dűz
verb	2	FALSE	rodviz
verb	2	TRUE	sedül
verb	3	FALSE	tuldogríl
verb	3	TRUE	fűrüröl
noun	1	FALSE	fóm
noun	1	TRUE	sől
noun	2	FALSE	rumun
noun	2	TRUE	lükön
noun	3	FALSE	rapanim
noun	3	TRUE	szőbömér
verb	1	FALSE	dul
verb	1	TRUE	tríz
verb	2	FALSE	rúszug
verb	2	TRUE	skőndel
verb	3	FALSE	fitulvól
verb	3	TRUE	fülílböt
noun	1	FALSE	fíp
noun	1	TRUE	féng
noun	2	FALSE	flakod
noun	2	TRUE	műmün
noun	3	FALSE	rarobolt
noun	3	TRUE	lünkögen
verb	1	FALSE	non
verb	1	TRUE	spők
verb	2	FALSE	rumol
verb	2	TRUE	rémbül
verb	3	FALSE	pújorán
verb	3	TRUE	kűlözűz
noun	1	FALSE	far
noun	1	TRUE	düg
noun	2	FALSE	vójlík
noun	2	TRUE	vüterv
noun	3	FALSE	kinfivoj
noun	3	TRUE	szütlölűl
verb	1	FALSE	tak
verb	1	TRUE	rül
verb	2	FALSE	bálik
verb	2	TRUE	fépöl
verb	3	FALSE	nóduzsgón
verb	3	TRUE	génkedér
noun	1	FALSE	kun
noun	1	TRUE	fég
noun	2	FALSE	fózup
noun	2	TRUE	mömeny
noun	3	FALSE	tójundúrt
noun	3	TRUE	dűlerig
verb	1	FALSE	súz
verb	1	TRUE	tűl
verb	2	FALSE	vúnyol
verb	2	TRUE	tepöl
verb	3	FALSE	tomírat
verb	3	TRUE	szűgyütüt
noun	1	FALSE	fat
noun	1	TRUE	vők
noun	2	FALSE	síbínz
noun	2	TRUE	filür
noun	3	FALSE	nupkovirt
noun	3	TRUE	bőmídzen
verb	1	FALSE	tóz
verb	1	TRUE	bür
verb	2	FALSE	lólak
verb	2	TRUE	tílök
verb	3	FALSE	tábaráz
verb	3	TRUE	biberen
noun	1	FALSE	vín
noun	1	TRUE	lend
noun	2	FALSE	szokur
noun	2	TRUE	zesüng
noun	3	FALSE	kuszmumig
noun	3	TRUE	keribőt
verb	1	FALSE	dág
verb	1	TRUE	böz
verb	2	FALSE	maral
verb	2	TRUE	vípet
verb	3	FALSE	táruvit
verb	3	TRUE	kűspiktűl
noun	1	FALSE	bul
noun	1	TRUE	lög
noun	2	FALSE	szagyog
noun	2	TRUE	zsengyen
noun	3	FALSE	pázadág
noun	3	TRUE	pöperdél
verb	1	FALSE	sal
verb	1	TRUE	tíl
verb	2	FALSE	vovlik
verb	2	TRUE	pepit
verb	3	FALSE	bóforbujt
verb	3	TRUE	fivüsíz
noun	1	FALSE	mag
noun	1	TRUE	tíz
noun	2	FALSE	gápoy
noun	2	TRUE	nészöm
noun	3	FALSE	tongijur
noun	3	TRUE	nűtkintür
verb	1	FALSE	ruk
verb	1	TRUE	vügy
verb	2	FALSE	tólun
verb	2	TRUE	gebíl
verb	3	FALSE	zsiszojír
