grammar_type	nsyl	front	word	pass_real	pass_nonce
verb	3	TRUE	nűkömik	TRUE	TRUE
noun	2	FALSE	tralíg	TRUE	TRUE
noun	2	TRUE	jügyej	TRUE	TRUE
verb	1	FALSE	pag	FALSE	FALSE
verb	1	TRUE	szők	FALSE	FALSE
verb	2	FALSE	suntrul	TRUE	FALSE
verb	2	TRUE	bőrör	FALSE	TRUE
verb	3	FALSE	kásztufir	TRUE	TRUE
verb	3	TRUE	dösíbíl	TRUE	TRUE
noun	2	FALSE	laplok	TRUE	TRUE
noun	2	TRUE	míment	FALSE	TRUE
verb	2	FALSE	vonok	FALSE	FALSE
verb	2	TRUE	télön	TRUE	FALSE
verb	3	FALSE	kulukuz	TRUE	FALSE
verb	3	TRUE	büjebid	TRUE	TRUE
noun	2	FALSE	físzting	TRUE	TRUE
noun	2	TRUE	pélöl	TRUE	FALSE
verb	1	TRUE	tűk	FALSE	FALSE
verb	2	FALSE	mószol	TRUE	FALSE
verb	2	TRUE	széntil	TRUE	TRUE
verb	3	FALSE	lonturvul	TRUE	TRUE
verb	3	TRUE	pükizöl	TRUE	TRUE
noun	2	FALSE	kukag	FALSE	FALSE
noun	2	TRUE	mömöt	TRUE	FALSE
verb	1	TRUE	széjt	FALSE	TRUE
verb	2	FALSE	sapot	TRUE	FALSE
verb	2	TRUE	tirölt	FALSE	TRUE
verb	3	FALSE	bónujszónd	TRUE	TRUE
verb	3	TRUE	bőrkempüg	TRUE	TRUE
noun	2	FALSE	gódín	TRUE	TRUE
noun	2	TRUE	sítök	TRUE	FALSE
verb	2	FALSE	mabíl	TRUE	FALSE
verb	2	TRUE	szörel	FALSE	FALSE
verb	3	FALSE	kadikuz	TRUE	TRUE
verb	3	TRUE	sőjifök	TRUE	TRUE
noun	2	FALSE	mínony	TRUE	TRUE
noun	2	TRUE	pégymen	TRUE	TRUE
verb	2	FALSE	pukut	TRUE	FALSE
verb	2	TRUE	kűregy	TRUE	TRUE
verb	3	FALSE	paglidar	TRUE	TRUE
verb	3	TRUE	rüplelvül	TRUE	TRUE
noun	2	FALSE	dúkszut	TRUE	TRUE
noun	2	TRUE	terbez	FALSE	TRUE
verb	1	FALSE	stit	FALSE	FALSE
verb	1	TRUE	kűg	TRUE	FALSE
verb	2	FALSE	fulil	TRUE	FALSE
verb	2	TRUE	fidel	TRUE	FALSE
verb	3	FALSE	lardípóz	TRUE	TRUE
verb	3	TRUE	szüfíbig	TRUE	TRUE
noun	2	FALSE	karkol	FALSE	FALSE
noun	2	TRUE	míkür	TRUE	FALSE
verb	1	TRUE	níz	FALSE	FALSE
verb	2	FALSE	fadal	TRUE	FALSE
verb	2	TRUE	külbüng	TRUE	TRUE
verb	3	FALSE	birubzsut	TRUE	TRUE
verb	3	TRUE	kélszüriz	TRUE	TRUE
noun	2	FALSE	korsfaj	TRUE	TRUE
noun	2	TRUE	kebörg	TRUE	TRUE
verb	1	TRUE	lér	FALSE	FALSE
verb	2	FALSE	lókuz	TRUE	FALSE
verb	2	TRUE	jémíl	TRUE	FALSE
verb	3	FALSE	fószotíl	TRUE	TRUE
verb	3	TRUE	sőmüzöl	TRUE	TRUE
noun	2	FALSE	gádrut	TRUE	TRUE
noun	2	TRUE	küsztüz	TRUE	FALSE
verb	1	FALSE	nug	FALSE	FALSE
verb	2	FALSE	kónyiz	FALSE	TRUE
verb	2	TRUE	pönil	TRUE	FALSE
verb	3	FALSE	poruszol	TRUE	TRUE
verb	3	TRUE	dűrürlüt	TRUE	TRUE
noun	2	FALSE	nápszag	TRUE	TRUE
noun	2	TRUE	liszíl	TRUE	TRUE
verb	1	FALSE	zaz	FALSE	FALSE
verb	2	FALSE	szóvar	FALSE	FALSE
verb	2	TRUE	kepid	TRUE	FALSE
verb	3	FALSE	túszuszút	TRUE	TRUE
verb	3	TRUE	lüprübül	TRUE	TRUE
noun	2	FALSE	kárkaz	TRUE	TRUE
noun	2	TRUE	kelen	FALSE	FALSE
verb	1	TRUE	müg	FALSE	FALSE
verb	2	FALSE	kútok	TRUE	FALSE
verb	2	TRUE	rőgyel	TRUE	TRUE
verb	3	FALSE	sziszasmul	TRUE	TRUE
verb	3	TRUE	blösisül	TRUE	TRUE
noun	2	FALSE	kúnzul	FALSE	FALSE
noun	2	TRUE	tüsít	TRUE	FALSE
verb	2	FALSE	báríd	FALSE	FALSE
verb	2	TRUE	vígöz	TRUE	FALSE
verb	3	FALSE	kakovul	TRUE	TRUE
verb	3	TRUE	vöspivöng	TRUE	TRUE
noun	2	FALSE	szlúfon	TRUE	FALSE
noun	2	TRUE	stőbüt	TRUE	TRUE
verb	1	TRUE	rűz	FALSE	FALSE
verb	2	FALSE	funkol	FALSE	FALSE
verb	2	TRUE	bőnök	FALSE	FALSE
verb	3	FALSE	fávangil	TRUE	TRUE
verb	3	TRUE	tészöszűl	TRUE	TRUE
noun	2	FALSE	godvirt	TRUE	TRUE
noun	2	TRUE	műnzöny	TRUE	TRUE
verb	1	TRUE	pez	FALSE	FALSE
verb	2	FALSE	gungil	TRUE	TRUE
verb	2	TRUE	mepek	TRUE	FALSE
verb	3	FALSE	drósandát	TRUE	TRUE
verb	3	TRUE	düzsekük	TRUE	TRUE
noun	2	FALSE	marmun	TRUE	TRUE
noun	2	TRUE	nömek	TRUE	TRUE
verb	1	FALSE	pam	FALSE	FALSE
verb	1	TRUE	fik	FALSE	FALSE
verb	2	FALSE	nóndut	TRUE	TRUE
verb	2	TRUE	tütöz	TRUE	FALSE
verb	3	FALSE	súvasól	TRUE	TRUE
verb	3	TRUE	műszirtül	TRUE	TRUE
noun	2	FALSE	konzug	FALSE	TRUE
noun	2	TRUE	dősküm	TRUE	TRUE
verb	1	TRUE	kez	FALSE	FALSE
verb	2	FALSE	dádzil	TRUE	TRUE
verb	2	TRUE	kűlít	TRUE	FALSE
verb	3	FALSE	natkurak	TRUE	TRUE
verb	3	TRUE	kerkepüng	TRUE	TRUE
noun	2	FALSE	kubot	TRUE	FALSE
noun	2	TRUE	mikölt	TRUE	FALSE
verb	1	FALSE	piz	FALSE	FALSE
verb	1	TRUE	kőz	FALSE	FALSE
verb	2	FALSE	botuk	TRUE	FALSE
verb	2	TRUE	szöpek	TRUE	TRUE
verb	3	FALSE	míkalúl	TRUE	TRUE
verb	3	TRUE	rémepríl	TRUE	TRUE
noun	2	FALSE	digniv	TRUE	TRUE
noun	2	TRUE	kőndört	TRUE	FALSE
verb	2	FALSE	tusik	TRUE	FALSE
verb	2	TRUE	tigyül	TRUE	TRUE
verb	3	FALSE	varmuból	TRUE	TRUE
verb	3	TRUE	véfivet	TRUE	TRUE
noun	2	FALSE	púkog	TRUE	FALSE
noun	2	TRUE	müprög	TRUE	FALSE
verb	2	FALSE	zazat	FALSE	TRUE
verb	2	TRUE	fímik	TRUE	FALSE
verb	3	FALSE	kabolut	TRUE	TRUE
verb	3	TRUE	vűrzekél	TRUE	TRUE
noun	2	FALSE	togir	TRUE	TRUE
noun	2	TRUE	demönt	TRUE	TRUE
verb	1	TRUE	mőz	FALSE	FALSE
verb	2	FALSE	szukrik	TRUE	TRUE
verb	2	TRUE	tétil	FALSE	FALSE
verb	3	FALSE	sukutík	TRUE	TRUE
verb	3	TRUE	pégyengöt	TRUE	TRUE
noun	2	FALSE	dúpor	TRUE	FALSE
noun	2	TRUE	kőküny	TRUE	FALSE
verb	1	FALSE	vít	FALSE	FALSE
verb	2	FALSE	szárzuk	TRUE	TRUE
verb	3	FALSE	gotugok	TRUE	TRUE
verb	3	TRUE	nígyímel	TRUE	TRUE
noun	2	FALSE	taszam	TRUE	FALSE
noun	2	TRUE	temeg	FALSE	FALSE
verb	1	TRUE	bint	FALSE	FALSE
verb	2	FALSE	pútur	TRUE	FALSE
verb	2	TRUE	fükel	FALSE	FALSE
verb	3	FALSE	kúvotról	TRUE	TRUE
verb	3	TRUE	deprerjöz	TRUE	TRUE
noun	2	FALSE	zukuz	TRUE	FALSE
noun	2	TRUE	tíkünt	TRUE	TRUE
verb	1	FALSE	kad	FALSE	FALSE
verb	1	TRUE	lil	FALSE	FALSE
verb	2	FALSE	mufol	TRUE	FALSE
verb	2	TRUE	pöbök	FALSE	FALSE
verb	3	FALSE	nóploszag	TRUE	TRUE
verb	3	TRUE	tiszöröl	TRUE	TRUE
noun	2	FALSE	bipug	TRUE	TRUE
noun	2	TRUE	szetigy	TRUE	TRUE
verb	2	FALSE	kuran	TRUE	FALSE
verb	2	TRUE	tírdel	FALSE	FALSE
verb	3	FALSE	japitók	TRUE	TRUE
verb	3	TRUE	léngüszől	TRUE	TRUE
noun	2	FALSE	pupal	TRUE	FALSE
noun	2	TRUE	vötküb	TRUE	TRUE
verb	1	FALSE	szog	FALSE	FALSE
verb	1	TRUE	jíl	FALSE	FALSE
verb	2	FALSE	tondot	TRUE	TRUE
verb	2	TRUE	vögybel	TRUE	TRUE
verb	3	FALSE	súbomunt	TRUE	TRUE
verb	3	TRUE	blőrökel	TRUE	TRUE
noun	2	FALSE	fúpan	TRUE	FALSE
noun	2	TRUE	rüktelt	TRUE	TRUE
verb	1	FALSE	doz	FALSE	FALSE
verb	1	TRUE	gül	FALSE	FALSE
verb	2	FALSE	mópít	TRUE	FALSE
verb	2	TRUE	műszög	TRUE	FALSE
verb	3	FALSE	trójuzok	TRUE	TRUE
verb	3	TRUE	műtötrűn	TRUE	TRUE
noun	2	FALSE	tobok	FALSE	FALSE
noun	2	TRUE	szénür	TRUE	TRUE
verb	1	FALSE	zák	FALSE	FALSE
verb	2	FALSE	mópul	TRUE	FALSE
verb	2	TRUE	sépöl	TRUE	FALSE
verb	3	FALSE	tíludúz	TRUE	TRUE
verb	3	TRUE	pébümlőt	TRUE	TRUE
noun	2	FALSE	vuvit	TRUE	FALSE
noun	2	TRUE	küpír	TRUE	FALSE
verb	1	FALSE	trad	FALSE	FALSE
verb	2	FALSE	bukot	FALSE	FALSE
verb	2	TRUE	detög	TRUE	FALSE
verb	3	FALSE	lusikut	TRUE	TRUE
verb	3	TRUE	vérümél	TRUE	TRUE
noun	2	FALSE	dúvok	FALSE	TRUE
noun	2	TRUE	sűper	FALSE	FALSE
verb	1	FALSE	szok	FALSE	FALSE
verb	2	FALSE	szúkok	TRUE	FALSE
verb	2	TRUE	bekez	FALSE	FALSE
verb	3	FALSE	fóratugy	TRUE	TRUE
verb	3	TRUE	pébrerlűk	TRUE	TRUE
noun	2	FALSE	líbkug	TRUE	TRUE
noun	2	TRUE	reril	TRUE	FALSE
verb	2	FALSE	tudony	TRUE	TRUE
verb	2	TRUE	verzsít	TRUE	TRUE
verb	3	FALSE	pátorol	TRUE	TRUE
verb	3	TRUE	főfübök	TRUE	TRUE
noun	2	FALSE	jolart	TRUE	TRUE
noun	2	TRUE	lübüz	TRUE	TRUE
verb	1	FALSE	tung	FALSE	FALSE
verb	1	TRUE	dít	FALSE	FALSE
verb	2	FALSE	gópan	TRUE	FALSE
verb	2	TRUE	füstög	FALSE	TRUE
verb	3	FALSE	sákopat	TRUE	TRUE
verb	3	TRUE	műküvík	TRUE	TRUE
noun	2	FALSE	vuszog	TRUE	TRUE
noun	2	TRUE	sűket	FALSE	FALSE
verb	1	TRUE	prík	FALSE	FALSE
verb	2	FALSE	mótok	FALSE	FALSE
verb	2	TRUE	füszül	FALSE	FALSE
verb	3	FALSE	rítakot	TRUE	TRUE
verb	3	TRUE	tiszefit	TRUE	TRUE
noun	2	FALSE	magyop	TRUE	TRUE
noun	2	TRUE	dísíg	TRUE	TRUE
verb	1	FALSE	kund	FALSE	FALSE
verb	2	FALSE	vobíg	TRUE	TRUE
verb	2	TRUE	készíz	FALSE	TRUE
verb	3	FALSE	szigízdát	TRUE	TRUE
verb	3	TRUE	peküdit	TRUE	TRUE
noun	2	TRUE	fedvit	TRUE	TRUE
verb	2	FALSE	gaszont	TRUE	TRUE
verb	2	TRUE	bírel	FALSE	FALSE
verb	3	FALSE	bimbotút	TRUE	TRUE
verb	3	TRUE	bédörtög	TRUE	TRUE
noun	2	FALSE	kuszud	TRUE	TRUE
noun	2	TRUE	rédil	TRUE	TRUE
verb	2	FALSE	fúlvont	TRUE	TRUE
verb	2	TRUE	vűntid	TRUE	TRUE
verb	3	FALSE	sunamul	TRUE	TRUE
verb	3	TRUE	vűpömők	TRUE	TRUE
noun	2	FALSE	bótok	FALSE	FALSE
noun	2	TRUE	pűkön	TRUE	FALSE
verb	1	FALSE	vúk	FALSE	FALSE
verb	2	FALSE	táfil	TRUE	FALSE
verb	2	TRUE	dölüz	TRUE	FALSE
verb	3	FALSE	kábatúl	TRUE	TRUE
verb	3	TRUE	rőnürel	TRUE	TRUE
noun	2	FALSE	dakur	TRUE	FALSE
noun	2	TRUE	bözsig	TRUE	TRUE
verb	1	FALSE	dúg	FALSE	FALSE
verb	1	TRUE	stek	FALSE	FALSE
verb	2	FALSE	kurtoz	TRUE	TRUE
verb	2	TRUE	reküng	TRUE	TRUE
verb	3	FALSE	vószuvur	TRUE	TRUE
verb	3	TRUE	vékepül	TRUE	TRUE
noun	2	FALSE	farzsap	TRUE	TRUE
noun	2	TRUE	nölüt	TRUE	FALSE
verb	1	TRUE	tüt	FALSE	FALSE
verb	2	FALSE	móstol	FALSE	FALSE
verb	2	TRUE	tévit	FALSE	FALSE
verb	3	FALSE	tómulud	TRUE	TRUE
verb	3	TRUE	lőköfök	TRUE	TRUE
noun	2	FALSE	latnol	FALSE	TRUE
noun	2	TRUE	lűströl	TRUE	TRUE
verb	2	FALSE	tantok	TRUE	TRUE
verb	2	TRUE	fenyöt	FALSE	FALSE
verb	3	FALSE	tílaflúl	TRUE	TRUE
verb	3	TRUE	vírtírdel	TRUE	TRUE
noun	2	FALSE	kákíl	TRUE	FALSE
noun	2	TRUE	dűdüz	TRUE	TRUE
verb	1	FALSE	král	FALSE	FALSE
verb	2	FALSE	ládít	FALSE	TRUE
verb	2	TRUE	külel	FALSE	FALSE
verb	3	FALSE	tubuszizd	TRUE	TRUE
verb	3	TRUE	szűntevík	TRUE	TRUE
noun	2	FALSE	finuk	FALSE	TRUE
noun	2	TRUE	kilöp	TRUE	TRUE
verb	2	FALSE	butol	FALSE	FALSE
verb	2	TRUE	jűvük	TRUE	FALSE
verb	3	FALSE	kokuszoz	TRUE	TRUE
verb	3	TRUE	sőkvüsöl	TRUE	TRUE
noun	2	FALSE	szokíl	TRUE	FALSE
noun	2	TRUE	kifül	TRUE	FALSE
verb	1	TRUE	röt	FALSE	FALSE
verb	2	FALSE	tonyol	TRUE	FALSE
verb	3	FALSE	gopolál	TRUE	TRUE
verb	3	TRUE	detilíz	TRUE	TRUE
noun	2	FALSE	kanond	TRUE	TRUE
noun	2	TRUE	kirdük	TRUE	FALSE
verb	2	FALSE	kovat	FALSE	FALSE
verb	2	TRUE	genül	TRUE	TRUE
verb	3	FALSE	tázatrol	TRUE	TRUE
verb	3	TRUE	mőbenég	TRUE	TRUE
noun	2	FALSE	klodant	TRUE	TRUE
noun	2	TRUE	fevön	FALSE	FALSE
verb	1	FALSE	rált	FALSE	FALSE
verb	2	FALSE	víszuz	TRUE	TRUE
verb	2	TRUE	lereg	FALSE	FALSE
verb	3	FALSE	jútobal	TRUE	TRUE
verb	3	TRUE	dölíbűd	TRUE	TRUE
noun	2	FALSE	givig	TRUE	TRUE
noun	2	TRUE	sengyönt	TRUE	TRUE
verb	2	FALSE	pongol	FALSE	TRUE
verb	2	TRUE	kürket	FALSE	FALSE
verb	3	FALSE	lubanyut	TRUE	TRUE
verb	3	TRUE	kőrjívől	TRUE	TRUE
noun	2	FALSE	bórgot	TRUE	TRUE
noun	2	TRUE	pésziz	FALSE	TRUE
verb	1	FALSE	sat	FALSE	FALSE
verb	1	TRUE	prel	FALSE	FALSE
verb	2	FALSE	súpil	TRUE	FALSE
verb	2	TRUE	szőtüt	FALSE	FALSE
verb	3	FALSE	vítigdant	TRUE	TRUE
verb	3	TRUE	grűvürül	TRUE	TRUE
noun	2	FALSE	kárbig	TRUE	TRUE
noun	2	TRUE	kőnet	FALSE	FALSE
verb	1	TRUE	dűz	FALSE	FALSE
verb	2	FALSE	rodviz	TRUE	TRUE
verb	2	TRUE	sedül	FALSE	FALSE
verb	3	FALSE	tuldogríl	TRUE	TRUE
verb	3	TRUE	fűrüröl	TRUE	TRUE
noun	2	FALSE	rumun	TRUE	FALSE
noun	2	TRUE	lükön	TRUE	FALSE
verb	1	TRUE	tríz	FALSE	FALSE
verb	2	FALSE	rúszug	TRUE	FALSE
verb	2	TRUE	skőndel	TRUE	TRUE
verb	3	FALSE	fitulvól	TRUE	TRUE
verb	3	TRUE	fülílböt	TRUE	TRUE
noun	2	FALSE	flakod	FALSE	FALSE
noun	2	TRUE	műmün	TRUE	FALSE
verb	1	TRUE	spők	TRUE	FALSE
verb	2	FALSE	rumol	FALSE	FALSE
verb	2	TRUE	rémbül	FALSE	FALSE
verb	3	FALSE	pújorán	TRUE	TRUE
verb	3	TRUE	kűlözűz	TRUE	TRUE
noun	2	FALSE	vójlík	TRUE	TRUE
noun	2	TRUE	vüterv	TRUE	TRUE
verb	2	FALSE	bálik	FALSE	FALSE
verb	2	TRUE	fépöl	TRUE	FALSE
verb	3	FALSE	nóduzsgón	TRUE	TRUE
verb	3	TRUE	génkedér	TRUE	TRUE
noun	2	FALSE	fózup	TRUE	TRUE
noun	2	TRUE	mömeny	TRUE	TRUE
verb	1	FALSE	súz	FALSE	FALSE
verb	1	TRUE	tűl	FALSE	FALSE
verb	2	FALSE	vúnyol	FALSE	FALSE
verb	2	TRUE	tepöl	TRUE	FALSE
verb	3	FALSE	tomírat	TRUE	TRUE
verb	3	TRUE	szűgyütüt	TRUE	TRUE
noun	2	FALSE	síbínz	TRUE	TRUE
noun	2	TRUE	filür	TRUE	TRUE
verb	1	FALSE	tóz	FALSE	FALSE
verb	1	TRUE	bür	FALSE	FALSE
verb	2	FALSE	lólak	FALSE	FALSE
verb	2	TRUE	tílök	FALSE	FALSE
verb	3	FALSE	tábaráz	TRUE	TRUE
verb	3	TRUE	biberen	TRUE	TRUE
noun	2	FALSE	szokur	TRUE	FALSE
noun	2	TRUE	zesüng	TRUE	TRUE
verb	1	FALSE	dág	FALSE	FALSE
verb	1	TRUE	böz	FALSE	FALSE
verb	2	FALSE	maral	FALSE	FALSE
verb	2	TRUE	vípet	TRUE	TRUE
verb	3	FALSE	táruvit	TRUE	TRUE
verb	3	TRUE	kűspiktűl	TRUE	TRUE
noun	2	FALSE	szagyog	TRUE	TRUE
noun	2	TRUE	zsengyen	TRUE	TRUE
verb	1	TRUE	tíl	FALSE	FALSE
verb	2	FALSE	vovlik	TRUE	TRUE
verb	2	TRUE	pepit	FALSE	FALSE
verb	3	FALSE	bóforbujt	TRUE	TRUE
verb	3	TRUE	fivüsíz	TRUE	TRUE
noun	2	FALSE	gápoy	TRUE	TRUE
noun	2	TRUE	nészöm	TRUE	FALSE
verb	1	FALSE	ruk	FALSE	FALSE
verb	1	TRUE	vügy	FALSE	FALSE
verb	2	FALSE	tólun	TRUE	FALSE
verb	2	TRUE	gebíl	TRUE	FALSE
verb	3	FALSE	zsiszojír	TRUE	TRUE
verb	3	TRUE	tőpídöt	TRUE	TRUE
noun	2	FALSE	postik	TRUE	TRUE
noun	2	TRUE	fösíg	TRUE	TRUE
verb	2	FALSE	monut	TRUE	FALSE
verb	2	TRUE	nügyel	FALSE	TRUE
verb	3	FALSE	pírabót	TRUE	TRUE
verb	3	TRUE	kőketön	TRUE	TRUE
noun	2	FALSE	márvik	TRUE	TRUE
noun	2	TRUE	güfílm	TRUE	TRUE
verb	1	FALSE	rin	FALSE	FALSE
verb	1	TRUE	tel	FALSE	FALSE
verb	2	FALSE	sotog	TRUE	FALSE
verb	2	TRUE	dőlök	TRUE	FALSE
verb	3	FALSE	tifajig	TRUE	TRUE
verb	3	TRUE	ründöbíl	TRUE	TRUE
noun	2	FALSE	kugít	FALSE	FALSE
noun	2	TRUE	dönger	FALSE	TRUE
verb	2	FALSE	prurog	TRUE	TRUE
verb	2	TRUE	retdek	FALSE	TRUE
verb	3	FALSE	ravaril	TRUE	TRUE
verb	3	TRUE	böszürék	TRUE	TRUE
noun	2	FALSE	píbat	TRUE	TRUE
noun	2	TRUE	fövid	FALSE	FALSE
verb	2	FALSE	sótal	TRUE	FALSE
verb	2	TRUE	fűlöt	FALSE	FALSE
verb	3	FALSE	dasztikol	TRUE	TRUE
verb	3	TRUE	kedölük	TRUE	TRUE
noun	2	FALSE	votut	TRUE	FALSE
noun	2	TRUE	rödet	FALSE	FALSE
verb	1	FALSE	szíz	FALSE	FALSE
verb	1	TRUE	pőt	FALSE	FALSE
verb	2	FALSE	rókid	TRUE	TRUE
verb	2	TRUE	métíng	TRUE	TRUE
verb	3	FALSE	súszozsál	TRUE	TRUE
verb	3	TRUE	gőbíköt	TRUE	TRUE
noun	2	FALSE	bálak	FALSE	FALSE
noun	2	TRUE	skrüpör	TRUE	TRUE
verb	1	FALSE	tuk	FALSE	FALSE
verb	1	TRUE	mel	FALSE	FALSE
verb	2	FALSE	rutit	FALSE	TRUE
verb	2	TRUE	kőket	FALSE	FALSE
verb	3	FALSE	láfídul	TRUE	TRUE
verb	3	TRUE	lőszegent	TRUE	TRUE
noun	2	FALSE	bártint	FALSE	TRUE
noun	2	TRUE	sesztik	TRUE	TRUE
verb	1	FALSE	pul	FALSE	FALSE
verb	2	FALSE	valul	FALSE	FALSE
verb	2	TRUE	tinyöt	TRUE	TRUE
verb	3	FALSE	ruszoldúz	TRUE	TRUE
verb	3	TRUE	rindírsez	TRUE	TRUE
noun	2	FALSE	sújun	TRUE	TRUE
noun	2	TRUE	jípík	TRUE	FALSE
verb	1	FALSE	múk	FALSE	FALSE
verb	2	FALSE	júbol	FALSE	FALSE
verb	2	TRUE	sőlrön	TRUE	FALSE
verb	3	FALSE	múgbagyág	TRUE	TRUE
verb	3	TRUE	pöketrűnt	TRUE	TRUE
noun	2	FALSE	lúmok	TRUE	FALSE
noun	2	TRUE	zípög	TRUE	TRUE
verb	2	FALSE	vuljít	TRUE	TRUE
verb	2	TRUE	segöt	FALSE	TRUE
verb	3	FALSE	tutatog	TRUE	TRUE
verb	3	TRUE	pélögyvüg	TRUE	TRUE
noun	2	FALSE	vúmuk	TRUE	TRUE
noun	2	TRUE	deblík	TRUE	TRUE
verb	1	FALSE	zuk	FALSE	FALSE
verb	1	TRUE	fíz	FALSE	FALSE
verb	2	FALSE	tofil	TRUE	FALSE
verb	2	TRUE	szörmigy	TRUE	TRUE
verb	3	FALSE	kóvobrák	TRUE	TRUE
verb	3	TRUE	pöviszőng	TRUE	TRUE
noun	2	FALSE	nufaz	TRUE	TRUE
noun	2	TRUE	déször	TRUE	TRUE
verb	1	FALSE	vúz	FALSE	FALSE
verb	1	TRUE	fűg	FALSE	FALSE
verb	2	FALSE	tíruk	TRUE	FALSE
verb	2	TRUE	keszül	FALSE	FALSE
verb	3	FALSE	toszírlul	TRUE	TRUE
verb	3	TRUE	tűsivöd	TRUE	TRUE
noun	2	FALSE	múlsíj	TRUE	TRUE
noun	2	TRUE	főkel	TRUE	FALSE
verb	1	FALSE	tot	FALSE	FALSE
verb	2	FALSE	bíguk	TRUE	FALSE
verb	2	TRUE	gézög	TRUE	TRUE
verb	3	FALSE	pragurak	TRUE	TRUE
verb	3	TRUE	söretent	TRUE	TRUE
noun	2	FALSE	dotul	FALSE	FALSE
noun	2	TRUE	kükük	TRUE	FALSE
verb	1	FALSE	skat	FALSE	FALSE
verb	2	FALSE	faslod	TRUE	TRUE
verb	2	TRUE	tirel	FALSE	FALSE
verb	3	FALSE	szúkontut	TRUE	TRUE
verb	3	TRUE	főlídel	TRUE	TRUE
noun	2	FALSE	súgsan	TRUE	TRUE
noun	2	TRUE	veköm	TRUE	FALSE
verb	2	FALSE	volul	FALSE	FALSE
verb	2	TRUE	gírük	TRUE	FALSE
verb	3	FALSE	proligzalt	TRUE	TRUE
verb	3	TRUE	nedílet	TRUE	TRUE
noun	2	FALSE	karít	FALSE	FALSE
noun	2	TRUE	vürer	FALSE	FALSE
verb	1	TRUE	rél	FALSE	FALSE
verb	2	FALSE	sugrul	TRUE	FALSE
verb	2	TRUE	gésöt	TRUE	TRUE
verb	3	FALSE	szalovat	TRUE	TRUE
verb	3	TRUE	főtöngít	TRUE	TRUE
noun	2	FALSE	turmol	FALSE	FALSE
noun	2	TRUE	kűrtün	TRUE	TRUE
verb	2	FALSE	vopaz	TRUE	TRUE
verb	2	TRUE	tőrköl	TRUE	FALSE
verb	3	FALSE	kóvanyak	TRUE	FALSE
verb	3	TRUE	mestirgek	TRUE	TRUE
noun	2	FALSE	kúgíg	TRUE	FALSE
noun	2	TRUE	tekür	FALSE	FALSE
verb	1	FALSE	kír	FALSE	FALSE
verb	1	TRUE	lőg	FALSE	FALSE
verb	2	FALSE	drilvol	TRUE	TRUE
verb	2	TRUE	tüget	FALSE	FALSE
verb	3	FALSE	tuvojlang	TRUE	TRUE
verb	3	TRUE	pelefét	TRUE	TRUE
noun	2	FALSE	kabírd	FALSE	TRUE
noun	2	TRUE	műrtöt	TRUE	TRUE
verb	1	FALSE	til	FALSE	FALSE
verb	2	FALSE	mojdid	TRUE	TRUE
verb	2	TRUE	tűmül	TRUE	FALSE
verb	3	FALSE	lanofirt	TRUE	TRUE
verb	3	TRUE	lögervük	TRUE	TRUE
noun	2	FALSE	tibal	FALSE	FALSE
noun	2	TRUE	pöntrer	TRUE	TRUE
verb	1	FALSE	lól	FALSE	FALSE
verb	2	FALSE	fibik	FALSE	FALSE
verb	2	TRUE	vülek	FALSE	FALSE
verb	3	FALSE	mámambak	TRUE	TRUE
verb	3	TRUE	főlisöl	TRUE	TRUE
noun	2	FALSE	kóbun	TRUE	FALSE
noun	2	TRUE	tiszkör	TRUE	FALSE
verb	1	TRUE	vil	FALSE	FALSE
verb	2	FALSE	túfak	TRUE	FALSE
verb	2	TRUE	fesez	FALSE	FALSE
verb	3	FALSE	góraruz	TRUE	TRUE
verb	3	TRUE	szűnüröl	TRUE	TRUE
noun	2	FALSE	móboty	TRUE	TRUE
noun	2	TRUE	fümet	FALSE	FALSE
verb	1	TRUE	sét	FALSE	FALSE
verb	2	FALSE	tanit	FALSE	FALSE
verb	2	TRUE	lűkit	TRUE	FALSE
verb	3	FALSE	kobokajt	TRUE	TRUE
verb	3	TRUE	szésztüfet	TRUE	TRUE
noun	2	FALSE	mikíg	TRUE	FALSE
noun	2	TRUE	dőpeng	TRUE	FALSE
verb	1	FALSE	pin	FALSE	FALSE
verb	2	FALSE	kopig	FALSE	FALSE
verb	2	TRUE	szémpöl	TRUE	TRUE
verb	3	FALSE	boprifúg	TRUE	TRUE
verb	3	TRUE	vekiszíl	TRUE	TRUE
noun	2	FALSE	kupím	TRUE	FALSE
noun	2	TRUE	létel	FALSE	FALSE
verb	1	FALSE	kok	FALSE	FALSE
verb	2	FALSE	klaruk	TRUE	FALSE
verb	2	TRUE	dőszed	TRUE	TRUE
verb	3	FALSE	notiváz	TRUE	TRUE
verb	3	TRUE	fézörnyűm	TRUE	TRUE
noun	2	FALSE	sanyor	TRUE	TRUE
noun	2	TRUE	típör	TRUE	FALSE
verb	2	FALSE	pugud	TRUE	TRUE
verb	2	TRUE	zedüt	TRUE	FALSE
verb	3	FALSE	rányogíl	TRUE	TRUE
verb	3	TRUE	kölököt	TRUE	FALSE
noun	2	FALSE	korij	TRUE	FALSE
noun	2	TRUE	vizüz	FALSE	TRUE
verb	2	FALSE	fulsul	TRUE	FALSE
verb	2	TRUE	szütök	FALSE	FALSE
verb	3	FALSE	bájutuk	TRUE	TRUE
verb	3	TRUE	szitöltől	TRUE	TRUE
noun	2	FALSE	vószung	TRUE	TRUE
